player,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense
Matthias Ginter,DF,Germany,28-333,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matthijs de Ligt,DF,Netherlands,23-128,1999,1.0,1,0.99,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matty Cash,DF,Poland,25-133,1997,4.0,4,1.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mattéo Guendouzi,FW,France,23-248,1999,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matías Vecino,MF,Uruguay,31-116,1991,2.2,1,0.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matías Viña,DF,Uruguay,25-039,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Maxi Gómez,FW,Uruguay,26-126,1996,0.3,1,3.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Maya Yoshida,DF,Japan,34-116,1988,4.3,3,0.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mehdi Taremi,FW,IR Iran,30-153,1992,3.0,11,3.67,8,0,1,0,2,0,3,1.00,1,0,1,0,1,0
Mehdi Torabi,MF,IR Iran,28-099,1994,0.7,5,7.26,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Memphis,FW,Netherlands,28-308,1994,3.3,5,1.51,3,0,0,2,0,0,3,0.91,1,0,0,2,0,0
Meshaal Barsham,GK,Qatar,24-307,1998,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Michael Estrada,FW,Ecuador,26-255,1996,2.5,4,1.60,3,0,0,0,1,0,1,0.40,1,0,0,0,0,0
Michał Skóraś,MF,Poland,22-306,2000,0.5,1,2.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Michel Aebischer,MF,Switzerland,25-346,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Michy Batshuayi,FW,Belgium,29-077,1993,1.7,2,1.19,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Miki Yamane,DF,Japan,28-361,1993,0.7,1,1.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mikkel Damsgaard,MF,Denmark,22-168,2000,1.7,3,1.80,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Milad Mohammadi,DF,IR Iran,29-080,1993,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Milan Borjan,GK,Canada,35-056,1987,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Miloš Degenek,DF,Australia,28-234,1994,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Miloš Veljković,DF,Serbia,27-083,1995,2.5,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mislav Oršić,FW,Croatia,29-354,1992,1.8,7,4.50,6,0,1,0,0,0,2,1.29,2,0,0,0,0,0
Mitchell Duke,FW,Australia,31-334,1991,3.0,5,1.67,4,0,0,0,1,0,2,0.67,2,0,0,0,0,0
Mohamed Ali Ben Romdhane,MF,Tunisia,23-103,1999,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohamed Dräger,DF,Tunisia,26-176,1996,1.5,6,4.09,3,1,0,2,0,0,0,0.00,0,0,0,0,0,0
Mohamed Kanno,MF,Saudi Arabia,28-087,1994,3.0,5,1.67,3,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Mohammed Al-Breik,DF,Saudi Arabia,30-094,1992,0.7,1,1.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohammed Al-Owais,GK,Saudi Arabia,31-069,1991,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohammed Muntari,FW,Qatar,28-363,1993,0.7,1,1.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohammed Salisu,DF,Ghana,23-245,1999,3.0,4,1.33,4,0,0,0,0,0,2,0.67,2,0,0,0,0,0
Mohammed Waad,MF,Qatar,23-091,1999,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Moisés Caicedo,MF,Ecuador,21-046,2001,3.0,5,1.67,4,0,0,0,1,0,1,0.33,1,0,0,0,0,0
Montassar Talbi,DF,Tunisia,24-206,1998,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Morteza Pouraliganji,DF,IR Iran,30-243,1992,3.0,5,1.67,4,0,0,0,1,0,1,0.33,0,0,0,0,1,0
Moumi Ngamaleu,FW,Cameroon,28-162,1994,1.1,2,1.89,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Munir,GK,Morocco,33-222,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Musab Kheder,DF,Qatar,29-083,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Na Sang-ho,FW,Korea Republic,26-128,1996,1.3,4,3.03,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nader Ghandri,DF,Tunisia,27-303,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nahuel Molina,DF,Argentina,24-256,1998,6.3,10,1.59,9,0,0,0,0,1,2,0.32,2,0,0,0,0,0
Nampalys Mendy,MF,Senegal,30-178,1992,3.0,6,1.98,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nasser Al-Dawsari,FW,Saudi Arabia,23-364,1998,0.1,1,18.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nathan Aké,DF,Netherlands,27-303,1995,5.3,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nathaniel Atkinson,DF,Australia,23-188,1999,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nawaf Al Abed,MF,Saudi Arabia,32-326,1990,1.0,3,3.10,1,1,0,1,0,0,1,1.03,0,0,0,1,0,0
Nayef Aguerd,DF,Morocco,26-263,1996,3.9,3,0.76,3,0,0,0,0,0,1,0.25,1,0,0,0,0,0
Naïm Sliti,MF,Tunisia,30-144,1992,1.3,5,3.95,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Neco Williams,DF,Wales,21-249,2001,2.3,3,1.33,0,0,0,2,1,0,0,0.00,0,0,0,0,0,0
Nemanja Gudelj,MF,Serbia,31-032,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nemanja Maksimović,MF,Serbia,27-326,1995,1.4,4,2.95,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Nemanja Radonjić,DF,Serbia,26-306,1996,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Neymar,MF,Brazil,30-316,1992,3.1,15,5.42,5,2,2,2,4,0,4,1.45,2,0,1,1,0,0
Niclas Füllkrug,FW,Germany,29-312,1993,0.8,4,5.22,2,0,1,0,1,0,1,1.30,1,0,0,0,0,0
Nico Elvedi,DF,Switzerland,26-079,1996,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nico Schlotterbeck,DF,Germany,23-017,1999,1.0,3,2.87,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nico Williams,FW,Spain,20-159,2002,1.6,1,0.62,1,0,0,0,0,0,1,0.62,1,0,0,0,0,0
Nicola Zalewski,MF,Poland,20-329,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolas Jackson,FW,Senegal,21-181,2001,0.2,2,10.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolas Nkoulou,DF,Cameroon,32-266,1990,2.0,2,1.00,1,0,0,1,0,0,1,0.50,0,0,0,1,0,0
Nicolás De La Cruz,MF,Uruguay,25-200,1997,0.4,2,4.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolás Otamendi,DF,Argentina,34-309,1988,7.7,4,0.57,3,0,0,0,0,1,1,0.14,1,0,0,0,0,0
Nicolás Tagliafico,DF,Argentina,30-109,1992,4.1,4,1.05,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Niklas Süle,DF,Germany,27-106,1995,3.0,4,1.34,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nikola Milenković,DF,Serbia,25-067,1997,3.0,2,0.67,0,0,0,0,0,2,0,0.00,0,0,0,0,0,0
Nikola Vlašić,FW,Croatia,25-075,1997,2.3,4,2.29,3,0,0,1,0,0,1,0.57,1,0,0,0,0,0
Noa Lang,MF,Netherlands,23-184,1999,0.1,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Noah Okafor,FW,Switzerland,22-208,2000,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nouhou Tolo,DF,Cameroon,25-178,1997,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Noussair Mazraoui,DF,Morocco,25-034,1997,4.1,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nuno Mendes,DF,Portugal,20-182,2002,0.5,5,10.98,2,1,1,0,1,0,0,0.00,0,0,0,0,0,0
Néstor Araujo,DF,Mexico,31-111,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Olivier Giroud,FW,France,36-079,1986,4.7,5,1.08,4,0,0,1,0,0,1,0.22,1,0,0,0,0,0
Olivier Ntcham,MF,Cameroon,26-312,1996,0.3,3,11.74,3,0,0,0,0,0,1,3.91,1,0,0,0,0,0
Orbelín Pineda,MF,Mexico,26-269,1996,0.8,1,1.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Osman Bukari,MF,Ghana,24-005,1998,0.7,1,1.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Otávio,MF,Portugal,27-312,1995,2.2,7,3.21,6,0,0,0,1,0,1,0.46,1,0,0,0,0,0
Ousmane Dembélé,FW,France,25-217,1997,4.8,17,3.53,16,0,0,0,1,0,3,0.62,3,0,0,0,0,0
Pablo Sarabia,FW,Spain,30-221,1992,0.0,2,,2,0,0,0,0,0,0,,0,0,0,0,0,0
Paik Seung-ho,MF,Korea Republic,25-276,1997,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pape Abou Cissé,DF,Senegal,27-095,1995,1.2,1,0.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pape Gueye,MF,Senegal,23-328,1999,1.7,3,1.76,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pape Matar Sarr,MF,Senegal,20-095,2002,0.7,2,3.05,1,1,0,0,0,0,1,1.53,1,0,0,0,0,0
Papu Gómez,MF,Argentina,34-306,1988,1.2,1,0.84,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Pathé Ciss,MF,Senegal,28-277,1994,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pau Torres,DF,Spain,25-336,1997,1.0,2,2.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Paulo Dybala,FW,Argentina,29-033,1993,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pedri,MF,Spain,20-023,2002,4.0,14,3.87,14,0,0,0,0,0,1,0.28,1,0,0,0,0,0
Pedro,FW,Brazil,25-181,1997,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pepe,DF,Portugal,39-295,1983,4.0,3,0.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pervis Estupiñán,DF,Ecuador,24-331,1998,3.0,12,4.00,8,3,0,1,0,0,1,0.33,0,0,0,1,0,0
Phil Foden,FW,England,22-204,2000,2.9,10,3.49,4,3,2,0,1,0,3,1.05,1,0,1,0,1,0
Piero Hincapié,DF,Ecuador,20-343,2002,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pierre Højbjerg,MF,Denmark,27-135,1995,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pierre Kunde,MF,Cameroon,27-145,1995,1.5,3,2.03,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Piotr Zieliński,MF,Poland,28-212,1994,3.6,12,3.28,5,5,0,2,0,0,0,0.00,0,0,0,0,0,0
Przemysław Frankowski,MF,Poland,27-250,1995,2.7,5,1.87,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Rafael Leão,FW,Portugal,23-191,1999,1.0,5,5.11,3,0,1,0,1,0,1,1.02,1,0,0,0,0,0
Raheem Sterling,FW,England,28-010,1994,1.7,4,2.42,3,0,1,0,0,0,3,1.81,2,0,1,0,0,0
Ramin Rezaeian,DF,IR Iran,32-272,1990,2.0,8,4.00,4,3,0,0,1,0,0,0.00,0,0,0,0,0,0
Randal Kolo Muani,FW,France,24-013,1998,2.0,1,0.59,0,0,0,0,1,0,1,0.59,0,0,0,0,1,0
Raphaël Guerreiro,DF,Portugal,28-361,1993,3.1,11,3.55,9,2,0,0,0,0,4,1.29,3,1,0,0,0,0
Raphaël Varane,DF,France,29-237,1993,5.8,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Raphinha,FW,Brazil,26-004,1996,3.5,19,5.43,13,2,1,1,0,2,0,0.00,0,0,0,0,0,0
Rasmus Nissen,DF,Denmark,25-160,1997,2.5,5,2.01,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Raúl Jiménez,FW,Mexico,31-227,1991,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Remo Freuler,MF,Switzerland,30-247,1992,3.6,7,1.95,5,1,0,1,0,0,1,0.28,1,0,0,0,0,0
Renato Steffen,FW,Switzerland,31-045,1991,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ricardo Horta,FW,Portugal,28-094,1994,1.3,3,2.27,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Ricardo Rodríguez,DF,Switzerland,30-115,1992,4.0,4,1.00,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Richarlison,FW,Brazil,25-222,1997,3.6,7,1.95,5,0,0,1,1,0,1,0.28,0,0,0,0,1,0
Richie Laryea,DF,Canada,27-345,1995,1.8,5,2.81,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Riley McGree,FW,Australia,24-046,1998,2.9,5,1.70,4,1,0,0,0,0,2,0.68,2,0,0,0,0,0
Ritsu Doan,FW,Japan,24-185,1998,2.4,5,2.07,4,1,0,0,0,0,2,0.83,2,0,0,0,0,0
Riyadh Sharahili,MF,Saudi Arabia,29-234,1993,0.6,1,1.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Roan Wilson,MF,Costa Rica,20-231,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Robert Lewandowski,FW,Poland,34-119,1988,4.0,14,3.50,7,0,4,1,2,0,4,1.00,2,0,2,0,0,0
Robert Skov,DF,Denmark,26-212,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Roberto Alvarado,FW,Mexico,24-102,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rodri,DF,Spain,26-179,1996,4.3,9,2.25,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rodrigo Bentancur,MF,Uruguay,25-176,1997,2.4,8,3.38,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Rodrigo De Paul,MF,Argentina,28-208,1994,6.7,19,2.85,17,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Rodrygo,MF,Brazil,21-343,2001,2.0,16,9.54,10,1,2,0,2,1,1,0.60,1,0,0,0,0,0
Rogelio Funes Mori,FW,Mexico,31-288,1991,0.1,1,18.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Romain Saïss,DF,Morocco,32-267,1990,5.2,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Romario Ibarra,MF,Ecuador,28-085,1994,0.8,1,1.32,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Romelu Lukaku,FW,Belgium,29-219,1993,0.6,1,1.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Roozbeh Cheshmi,DF,IR Iran,29-147,1993,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ruben Vargas,FW,Switzerland,24-135,1998,3.2,7,2.21,3,3,0,1,0,0,2,0.63,2,0,0,0,0,0
Rubin Colwill,MF,Wales,20-235,2002,0.1,2,18.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ró-Ró,DF,Qatar,32-134,1990,2.9,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rónald Matarrita,DF,Costa Rica,28-162,1994,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rúben Dias,DF,Portugal,25-218,1997,4.0,2,0.50,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Rúben Neves,MF,Portugal,25-280,1997,3.0,6,2.01,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Saad Al Sheeb,GK,Qatar,32-302,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sadegh Moharrami,DF,IR Iran,26-292,1996,1.0,1,1.00,1,0,0,0,0,0,1,1.00,1,0,0,0,0,0
Saeid Ezatolahi,MF,IR Iran,26-078,1996,2.4,4,1.66,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Saleh Al-Shehri,FW,Saudi Arabia,29-047,1993,2.5,2,0.81,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Salem Al-Dawsari,MF,Saudi Arabia,31-121,1991,3.0,15,5.00,10,1,1,2,1,0,1,0.33,1,0,0,0,0,0
Salis Abdul Samed,MF,Ghana,22-267,2000,2.8,4,1.44,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Salman Al-Faraj,MF,Saudi Arabia,33-139,1989,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sam Adekugbe,DF,Canada,27-336,1995,1.1,2,1.89,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Saman Ghoddos,MF,IR Iran,29-103,1993,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sami Al-Najei,MF,Saudi Arabia,25-314,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Samuel Oum Gouet,MF,Cameroon,25-005,1997,1.1,1,0.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sardar Azmoun,FW,IR Iran,27-351,1995,1.4,3,2.14,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Saud Abdulhamid,DF,Saudi Arabia,23-153,1999,3.0,8,2.67,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Saša Lukić,MF,Serbia,26-127,1996,2.7,2,0.73,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastian Szymański,MF,Poland,23-222,1999,1.5,1,0.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastián Coates,DF,Uruguay,32-072,1990,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Selim Amallah,MF,Morocco,26-033,1996,4.5,8,1.76,6,0,0,0,2,0,0,0.00,0,0,0,0,0,0
Serge Gnabry,FW,Germany,27-157,1995,2.9,12,4.11,9,0,0,3,0,0,1,0.34,1,0,0,0,0,0
Sergej Milinković-Savić,MF,Serbia,27-294,1995,2.6,4,1.54,3,0,0,0,1,0,3,1.15,2,0,0,0,1,0
Sergio Busquets,MF,Spain,34-155,1988,4.0,11,2.97,11,0,0,0,0,0,1,0.27,1,0,0,0,0,0
Sergio Rochet,GK,Uruguay,29-270,1993,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergiño Dest,DF,United States,22-045,2000,3.4,7,2.07,4,1,2,0,0,0,1,0.30,1,0,0,0,0,0
Shaquell Moore,DF,United States,26-046,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Shogo Taniguchi,DF,Japan,31-156,1991,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Shūichi Gonda,GK,Japan,33-290,1989,4.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Silvan Widmer,DF,Switzerland,29-288,1993,2.9,5,1.70,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0
Simon Kjær,DF,Denmark,33-267,1989,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sofiane Boufal,FW,Morocco,29-092,1993,5.3,15,2.84,12,0,1,1,1,0,0,0.00,0,0,0,0,0,0
Sofyan Amrabat,MF,Morocco,26-119,1996,7.3,6,0.86,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Son Heung-min,FW,Korea Republic,30-163,1992,4.0,16,4.00,6,6,1,2,1,0,2,0.50,2,0,0,0,0,0
Son Jun-ho,MF,Korea Republic,30-220,1992,0.8,3,3.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sorba Thomas,MF,Wales,23-118,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Srđan Babić,DF,Serbia,26-240,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stefan Mitrović,DF,Serbia,32-210,1990,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stephen Eustáquio,MF,Canada,25-362,1996,1.4,6,4.32,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Steve Mandanda,GK,France,37-265,1985,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Steven Berghuis,MF,Netherlands,30-364,1991,2.2,3,1.59,2,1,0,0,0,0,1,0.53,1,0,0,0,0,0
Steven Bergwijn,FW,Netherlands,25-071,1997,2.4,2,0.85,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Steven Vitória,DF,Canada,35-341,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Strahinja Pavlović,DF,Serbia,21-208,2001,2.6,2,0.77,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Sultan Al-Ghanam,DF,Saudi Arabia,28-226,1994,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Taha Yassine Khenissi,FW,Tunisia,30-346,1992,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tajon Buchanan,MF,Canada,23-313,1999,2.9,9,3.12,7,0,0,1,1,0,1,0.35,1,0,0,0,0,0
Takefusa Kubo,FW,Japan,21-197,2001,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Takehiro Tomiyasu,DF,Japan,24-043,1998,2.1,5,2.87,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Takuma Asano,FW,Japan,28-038,1994,1.8,3,2.00,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Takumi Minamino,FW,Japan,27-336,1995,0.7,1,3.00,0,0,0,1,0,0,1,3.00,0,0,0,1,0,0
Tarek Salman,DF,Qatar,25-013,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tariq Lamptey,DF,Ghana,22-079,2000,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Teun Koopmeiners,MF,Netherlands,24-293,1998,2.4,4,1.91,2,1,0,1,0,0,2,0.96,1,1,0,0,0,0
Theo Hernández,DF,France,25-073,1997,5.6,17,3.01,17,0,0,0,0,0,3,0.53,3,0,0,0,0,0
Thiago Almada,MF,Argentina,21-236,2001,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thiago Silva,DF,Brazil,38-087,1984,4.3,10,2.50,8,1,0,1,0,0,1,0.25,1,0,0,0,0,0
Thibaut Courtois,GK,Belgium,30-221,1992,3.0,1,0.33,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Thilo Kehrer,DF,Germany,26-088,1996,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Delaney,MF,Denmark,31-106,1991,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Meunier,DF,Belgium,31-097,1991,2.3,7,2.99,5,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Thomas Müller,FW,Germany,33-096,1989,2.2,10,4.50,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Thomas Partey,MF,Ghana,29-188,1993,3.0,6,2.00,6,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Thorgan Hazard,FW,Belgium,29-264,1993,1.2,9,7.64,5,3,0,0,0,1,0,0.00,0,0,0,0,0,0
Tim Ream,DF,United States,35-074,1987,4.0,2,0.50,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Timothy Castagne,DF,Belgium,27-013,1995,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Timothy Weah,FW,United States,22-299,2000,3.5,7,1.99,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Toby Alderweireld,DF,Belgium,33-291,1989,3.0,3,1.00,3,0,0,0,0,0,1,0.33,1,0,0,0,0,0
Trent Alexander-Arnold,DF,England,24-072,1998,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tyler Adams,MF,United States,23-307,1999,4.0,3,0.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Unai Simón,GK,Spain,25-190,1997,4.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Uriel Antuna,FW,Mexico,25-119,1997,0.9,1,1.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vanja Milinković-Savić,GK,Serbia,25-301,1997,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Victor Nelsson,DF,Denmark,24-065,1998,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vincent Aboubakar,FW,Cameroon,30-330,1992,1.6,7,4.44,2,0,4,1,0,0,2,1.27,1,0,1,0,0,0
Vincent Janssen,FW,Netherlands,28-186,1994,1.0,3,3.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vinicius Júnior,FW,Brazil,22-159,2000,3.3,16,4.82,12,0,1,2,1,0,4,1.20,3,0,0,1,0,0
Virgil van Dijk,DF,Netherlands,31-163,1991,5.3,4,0.80,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Vitinha,MF,Portugal,22-308,2000,1.3,4,3.03,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Wahbi Khazri,FW,Tunisia,31-313,1991,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wajdi Kechrida,DF,Tunisia,27-043,1995,1.2,4,3.24,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Walid Cheddira,FW,Morocco,24-330,1998,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Walker Zimmerman,DF,United States,29-213,1993,3.1,3,0.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Wataru Endo,MF,Japan,29-312,1993,3.4,10,3.28,5,0,0,3,2,0,1,0.33,0,0,0,0,1,0
